股票代码,股票名称,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
SZ300311,任子行,6.45,+0.24,3.86%,6.09%,8534457,54682925,1.59%,268.111,,4344914468
SH688536,思瑞浦,263.81,+9.79,3.85%,-4.21%,327957,85272363,0.5%,77.37,0.155%,31708768787
SZ300579,数字认证,26.17,+0.97,3.85%,8.45%,1938657,50509999,0.74%,60.314,0.255%,7068600000
SZ002971,和远气体,20.21,+0.75,3.85%,11.72%,1304805,26144946,1.05%,39.098,0.498%,3233600000
SZ300379,东方通,21.76,+0.8,3.82%,6.51%,6238064,135966734,1.44%,344.283,0.411%,10015590434
SH605086,龙高股份,20.2,+0.74,3.8%,5.1%,527600,10556339,1.03%,26.232,1.62%,2585600000
SZ000955,欣龙控股,5.48,+0.2,3.79%,9.82%,3856900,20879225,0.72%,-25.421,,2945020650
SH601099,太平洋,2.74,+0.1,3.79%,6.61%,55001695,148379911,0.81%,-63.624,,18676706854
SH688578,艾力斯-U,22.45,+0.82,3.79%,14.08%,1165392,25777333,0.56%,-155.237,,10102500000
SZ000948,南天信息,24.16,+0.88,3.78%,15.82%,17521408,419871334,5.24%,93.132,0.207%,9527754440
SH688004,博汇科技,22.3,+0.81,3.77%,7.63%,145068,3210934,0.36%,927.897,0.388%,1266640000
SZ300487,蓝晓科技,80.96,+2.94,3.77%,16.34%,664669,53021904,0.33%,69.948,0.35%,27106050769
SH603638,艾迪精密,16.01,+0.58,3.76%,7.31%,1572703,24808782,0.19%,54.916,0.756%,13451070324
SH603189,网达软件,15.72,+0.57,3.76%,12.93%,2296500,35918222,0.85%,75.451,0.633%,4237300046
SH688018,乐鑫科技,100.02,+3.62,3.76%,10.95%,292371,28957718,0.36%,59.805,1.593%,8048537886
SZ300661,圣邦股份,168.51,+6.11,3.76%,-2.37%,1296213,216154913,0.38%,60.252,0.196%,60189654259
SZ301396,宏景科技,36.28,+1.3,3.72%,6.02%,831484,29919168,3.84%,33.446,,3315248006
SZ300003,乐普医疗,24,+0.86,3.72%,4.48%,6169969,146267807,0.38%,28.064,1.102%,45134632584
SH688711,宏微科技,92.08,+3.28,3.69%,-0.78%,563852,51603255,0.54%,152.038,0.157%,12696972709
SZ002686,亿利达,6.48,+0.23,3.68%,11.15%,9584800,60921870,2.45%,67.436,0.313%,3669229582
SZ002234,民和股份,20.05,+0.71,3.67%,3.67%,4671137,93004653,1.82%,-14.971,,6996652251
SH688061,灿瑞科技,93.67,+3.32,3.67%,0.34%,235381,21769252,1.35%,39.369,,7222610255
SH688117,圣诺生物,26.09,+0.92,3.66%,17.42%,471607,12150689,1.06%,36.53,1.152%,2087200000
SZ000400,许继电气,22.35,+0.79,3.66%,11.92%,8116537,180169330,0.8%,28.429,0.445%,22536115356
SH688278,特宝生物,40.47,+1.43,3.66%,3.96%,1133763,45687128,0.51%,65.013,0.245%,16463196000
SH688722,同益中,18.48,+0.65,3.65%,2.33%,1850891,33795811,1.51%,28.506,,4151840616
SH600070,浙江富润,5.96,+0.21,3.65%,7.19%,4506500,26406309,0.89%,-3.819,,3024227563
SH688325,赛微微电,48.51,+1.71,3.65%,19.07%,339903,16336488,1.77%,73.482,,3880800000
SZ300286,安科瑞,37,+1.3,3.64%,24.41%,593000,21761565,0.34%,45.993,0.542%,7944496625
SZ301129,瑞纳智能,73.31,+2.57,3.63%,2.15%,69100,5018045,0.38%,28.067,0.943%,5453530900
SZ301009,可靠股份,13.42,+0.47,3.63%,11.83%,3445242,45555798,3.54%,-235.763,0.531%,3664672800
SH688589,力合微,37.44,+1.31,3.63%,10.7%,890504,33109590,1.57%,48.962,0.531%,3751292189
SH688292,浩瀚深度,17.47,+0.61,3.62%,13.81%,468320,8174278,1.36%,51.319,0.427%,2745352272
SH688209,英集芯,21.48,+0.75,3.62%,15.42%,1103475,23393736,2.85%,52.838,0.177%,9021600000
SH688600,皖仪科技,27.22,+0.95,3.62%,8.97%,198402,5375269,0.29%,53.67,0.721%,3641290989
SZ300392,*ST腾信,3.72,+0.13,3.62%,0.27%,1999400,7412767,0.67%,-6.32,,1432320000
SH688351,微电生理-U,27.56,+0.96,3.61%,4.12%,445151,12149789,0.71%,-3325.811,,12969736000
SZ002929,润建股份,47.04,+1.63,3.59%,19.82%,1036594,47744321,0.65%,23.654,0.424%,10919271485
SZ002232,启明信息,13.85,+0.48,3.59%,10.18%,3956100,54345602,0.96%,89.198,0.362%,5654310617
SZ300807,天迈科技,22.22,+0.77,3.59%,8.71%,421400,9292303,0.87%,-104.247,,1507649220
SH688039,当虹科技,37.29,+1.29,3.58%,-0.98%,282347,10435474,0.48%,448.792,0.672%,2995002285
SH688768,容知日新,120.25,+4.16,3.58%,6.45%,75411,9041020,0.23%,69.533,0.166%,6597575293
SZ300168,万达信息,8.41,+0.29,3.57%,-0.24%,8927101,74519811,0.75%,-33.497,,9999463696
SZ300813,泰林生物,44.62,+1.54,3.57%,-3.96%,1101060,48666544,2.45%,54.145,0.42%,3710953260
SH688200,华峰测控,282.38,+9.71,3.56%,2.14%,144531,40601802,0.24%,50.675,0.509%,25717360627
SH688607,康众医疗,21.25,+0.73,3.56%,12.14%,377284,7950281,0.58%,104.853,1.362%,1872741824
SH688025,杰普特,50.98,+1.75,3.55%,14.85%,523583,26626436,0.95%,58.746,0.58%,4782807636
SH688298,东方生物,77.13,+2.64,3.54%,0.03%,1214474,92833663,1.41%,3.195,5.731%,12957840000
SZ301218,华是科技,19.58,+0.67,3.54%,3.65%,486006,9434995,1.7%,45.303,0.427%,2232903200
SZ000998,隆平高科,16.37,+0.56,3.54%,1.87%,24458534,401890635,1.89%,-59.543,,21558803778
SH600621,华鑫股份,11.14,+0.38,3.53%,7.84%,7931690,86486330,0.75%,46.832,1.269%,11818418113
SZ300333,兆日科技,6.16,+0.21,3.53%,5.84%,2106901,12851631,0.63%,-96.265,,2069760000
SZ300451,创业慧康,8.52,+0.29,3.52%,7.71%,5725575,47955760,0.42%,37.207,0.356%,13200336688
SZ300757,罗博特科,59.42,+2.02,3.52%,13.42%,951300,55745704,0.91%,-81.919,,6573274764
SH600315,上海家化,32.35,+1.1,3.52%,1.57%,4785595,152999540,0.71%,40.531,0.903%,21961547826
SZ300449,汉邦高科,5.02,+0.17,3.51%,7.04%,1621700,8063025,0.55%,-1.854,,1500242262
SH688392,骄成超声,136.8,+4.6,3.48%,-5.47%,114495,15575311,0.66%,104.495,,11217600000
SZ300725,药石科技,84.99,+2.85,3.47%,5.58%,1720200,144942582,1.02%,57.609,0.118%,16943505455
SZ300988,津荣天宇,24.44,+0.82,3.47%,17.78%,2062843,49878248,4.16%,38.703,0.688%,3248799120
SH688682,霍莱沃,77,+2.58,3.47%,-3.1%,250542,19084053,0.83%,67.103,0.462%,3999978290
SH688189,南新制药,16.14,+0.54,3.46%,-6.49%,1865622,30084829,1.33%,-15.172,,3163440000
SZ002319,乐通股份,14.05,+0.47,3.46%,19.88%,1904600,25776135,0.94%,-66.89,,2806000000
SH688690,纳微科技,56.91,+1.9,3.45%,9.93%,1779947,100491474,0.95%,80.692,0.123%,22944508447
SZ000516,国际医学,12.92,+0.43,3.44%,5.56%,14398919,183549752,0.76%,-26.7,,29396297597
SH688262,国芯科技,52.86,+1.75,3.42%,26.43%,1786735,94818400,0.95%,97.537,0.468%,12686400000
SH688202,美迪西,224.97,+7.45,3.42%,5.18%,466432,104377393,0.78%,51.464,0.435%,19576147899
SZ000906,浙商中拓,10.02,+0.33,3.41%,11.21%,8109578,79520780,1.19%,7.739,4.061%,6896094450
SZ002697,红旗连锁,5.46,+0.18,3.41%,-3.02%,8147920,43744157,0.76%,15.205,0.259%,7425600000
SH688222,成都先导,15.2,+0.5,3.4%,12.76%,452489,6794016,0.16%,137.769,0.331%,6090336000
SZ301328,维峰电子,87.63,+2.87,3.39%,8.72%,374352,32250121,2.26%,61.278,,6429507873
SZ301195,北路智控,78.3,+2.55,3.37%,4.82%,112400,8696895,0.56%,36.947,,6874202944
SH688513,苑东生物,62.51,+2.03,3.36%,2.74%,456120,28157299,0.75%,31.035,1.243%,7506825900
SH600436,片仔癀,307.69,+9.99,3.36%,6.67%,1150725,349229735,0.19%,75.034,0.395%,185634672345
SH688087,英科再生,40.05,+1.3,3.35%,15.25%,391257,15501960,0.57%,21.15,0.502%,5391835100
SH601177,杭齿前进,8.32,+0.27,3.35%,1.84%,2961244,24660972,0.74%,23.244,0.263%,3328499200
SH600452,涪陵电力,17.87,+0.58,3.35%,18.34%,8246347,147238758,0.9%,23.564,0.742%,16344047247
SH603758,秦安股份,9.93,+0.32,3.33%,27.31%,3257700,31808405,0.74%,37.975,5.076%,4357254697
SZ000858,五粮液,205.2,+6.62,3.33%,13.56%,11410070,2322623742,0.29%,30.617,1.478%,796467146546
SH688082,盛美上海,84.98,+2.73,3.32%,6.36%,826405,69495548,1.11%,65.674,,36843682358
SH688084,晶品特装,76.95,+2.47,3.32%,-6.93%,262432,19929892,1.5%,70.611,,5821965129
SH603711,香飘飘,15.6,+0.5,3.31%,3.72%,2196273,34139711,0.53%,59.231,1.097%,6407634480
SZ300260,新莱应材,63.4,+2.03,3.31%,-5.51%,3519679,222515782,2.3%,44.255,0.125%,14352532098
SZ002306,中科云网,4.69,+0.15,3.3%,-11.68%,15048400,69826830,1.85%,996.689,,3931200000
SH688633,星球石墨,51.65,+1.65,3.3%,15.55%,187800,9600319,0.93%,26.771,0.381%,3821755701
SZ002390,信邦制药,5.01,+0.16,3.3%,6.6%,10625777,52450324,0.58%,32.054,1.265%,9738697859
SH688655,迅捷兴,12.57,+0.4,3.29%,9.78%,468196,5842031,0.69%,33.874,0.594%,1676712300
SH600976,健民集团,60.8,+1.93,3.28%,22.36%,994673,60244758,0.65%,23.769,1.315%,9326634880
SZ301159,三维天地,28.75,+0.91,3.27%,10.24%,378260,10801371,1.23%,-241.896,0.278%,2223812500
SH688108,赛诺医疗,6,+0.19,3.27%,5.08%,2189903,13006924,0.53%,-18.529,,2460000000
SZ002819,东方中科,25.4,+0.8,3.25%,5%,766760,19332794,0.39%,73.557,0.591%,7767164247
SZ002343,慈文传媒,6.98,+0.22,3.25%,7.22%,32485634,229017210,6.86%,-17.201,,3315148808
SZ002724,海洋王,9.2,+0.29,3.25%,13.86%,1984237,17787793,0.54%,27.438,2.222%,7182231776
SZ003029,吉大正元,37.88,+1.19,3.24%,7.43%,2004317,76096395,1.77%,137.167,0.444%,7055097420
SH601116,三江购物,10.52,+0.33,3.24%,-7.31%,2177900,22633949,0.4%,44.852,1.907%,5761576768
SZ000596,古井贡酒,304.82,+9.57,3.24%,14.21%,1006981,304763218,0.25%,54.655,0.725%,161127852000
SH688047,龙芯中科,86.48,+2.71,3.24%,1.21%,599633,51492351,1.83%,181.427,,34678480000
SH688521,芯原股份-U,47.75,+1.5,3.24%,8.35%,1212390,57164359,0.58%,348.735,,23767595066
SZ300433,蓝思科技,10.86,+0.34,3.23%,3.13%,11939923,128343540,0.24%,-111.943,0.922%,53962257978
SZ002126,银轮股份,15.04,+0.47,3.23%,21.19%,9193900,137927818,1.23%,50.447,0.531%,11913802700
SH600765,中航重机,31.06,+0.97,3.22%,-0.1%,4811682,147754351,0.33%,38.224,0.391%,45721844735
SH688072,拓荆科技-U,231.78,+7.2,3.21%,6.93%,352549,80493669,1.28%,117.837,,29315255569
SH688590,新致软件,10.6,+0.33,3.21%,10.65%,589651,6178291,0.37%,22.768,1.728%,2530471898
SH688201,信安世纪,60.61,+1.88,3.2%,6.75%,728721,44143975,1.19%,52.517,0.554%,8353820418
SZ002401,中远海科,12.9,+0.4,3.2%,17.27%,7351814,93688926,2.01%,25.522,0.93%,4797568824
SH603566,普莱柯,29.65,+0.92,3.2%,8.37%,841600,24701819,0.26%,71.519,0.614%,10463976389
SH688002,睿创微纳,42.69,+1.32,3.19%,14.79%,1052817,44606237,0.29%,63.7,0.262%,19040753888
SH600819,耀皮玻璃,4.85,+0.15,3.19%,4.98%,2109500,10115913,0.28%,-146.055,0.728%,4534342935
SZ300925,法本信息,13.61,+0.42,3.18%,5.1%,3865800,52179603,1.94%,35.501,0.3%,5100164949
SZ002777,久远银海,15.92,+0.49,3.18%,6.13%,3231883,51045620,0.81%,29.201,0.967%,6507202746
SH688286,敏芯股份,58.53,+1.8,3.17%,18.72%,315235,18385235,0.9%,-201.73,0.127%,3136776868
SZ300760,迈瑞医疗,341.28,+10.46,3.16%,8.01%,1683526,568008004,0.14%,43.805,1.028%,413794123358
SZ002891,中宠股份,23.53,+0.72,3.16%,5.47%,1731229,40306780,0.59%,50.168,0.212%,6920471784
SZ300546,雄帝科技,23.9,+0.73,3.15%,11.89%,2112302,50323046,2.16%,65.951,,3410800094
SZ200596,古井贡B,134.1,+4.1,3.15%,7.28%,33900,4512434,0.03%,20.582,1.928%,70837686000
SH688439,振华风光,110.3,+3.37,3.15%,-7.22%,282124,30913208,0.66%,89.156,,22060000000
SH688163,赛伦生物,23.02,+0.7,3.14%,9.15%,257804,5867140,1%,37.097,3.91%,2491224400
SZ300329,海伦钢琴,7.26,+0.22,3.13%,5.37%,3769300,27372401,1.49%,-16.453,,1835972543
SZ300109,新开源,26.01,+0.79,3.13%,7.48%,1228549,31533067,0.47%,17.875,2.074%,8411821602
SH600338,西藏珠峰,23.5,+0.71,3.12%,2.53%,13658451,319356170,1.49%,33.033,,21483938948
SZ003028,振邦智能,55.89,+1.69,3.12%,32.41%,1209900,66847288,4.31%,33.964,0.544%,6222223414
SZ002970,锐明技术,20.5,+0.62,3.12%,6.16%,797600,16261289,0.75%,-32.286,0.489%,3546418000
SH688125,安达智能,49.78,+1.5,3.11%,15.55%,158810,7815209,0.91%,23.448,2.027%,4022626222
SZ300352,北信源,4.32,+0.13,3.1%,5.88%,7499586,32205752,0.62%,-13.688,,6263240056
SH688080,映翰通,43.01,+1.29,3.09%,4.7%,98113,4178832,0.26%,35.58,0.326%,2261143913
SH688022,瀚川智能,53.63,+1.61,3.09%,10.81%,367868,19510281,0.34%,64.698,,5820811959
SZ002577,雷柏科技,12.01,+0.36,3.09%,7.23%,1036300,12349497,0.37%,62.679,,3397388800
SH688365,光云科技,8.67,+0.26,3.09%,9.75%,531198,4553884,0.31%,-23.907,,3476670000
SZ300976,达瑞电子,54.92,+1.64,3.08%,32.27%,461500,25225474,1.24%,32.124,2.174%,5187270888
SH688258,卓易信息,41,+1.22,3.07%,0.24%,664609,27463158,1.13%,144.351,0.241%,3565220231
SH603590,康辰药业,26.9,+0.8,3.07%,7.86%,415000,11082813,0.26%,37.61,1.117%,4304000000
SH688288,鸿泉物联,18.53,+0.55,3.06%,9.13%,145111,2663240,0.2%,-25.238,,1859372838
SZ300229,拓尔思,13.17,+0.39,3.05%,12.37%,5554550,72599429,0.78%,37.655,0.378%,9421183068
SZ300419,浩丰科技,5.41,+0.16,3.05%,5.87%,2164100,11594275,0.59%,-48.443,,1989547896
SH603138,海量数据,22.94,+0.68,3.05%,11.63%,2737471,62484914,0.98%,-113.154,0.113%,6495300191
SZ301313,凡拓数创,33.2,+0.98,3.04%,1.62%,1320508,43562561,5.44%,54.237,,3397468880
SH688060,云涌科技,59.18,+1.74,3.03%,1.16%,84153,4940315,0.32%,121.869,0.441%,3560184054
SZ300678,中科信息,17.38,+0.51,3.02%,5.46%,1813900,31364676,1.45%,90.617,0.287%,3434129182
SH688212,澳华内镜,78.82,+2.31,3.02%,20.35%,174277,13625818,0.2%,234.236,0.241%,10509858800
SH688301,奕瑞科技,479.05,+14.05,3.02%,4.62%,81728,39029824,0.2%,52.542,0.457%,34822846787
SZ002236,大华股份,11.95,+0.35,3.02%,5.66%,14313030,169729367,0.73%,13.563,2.232%,36276607593
SZ300248,新开普,9.2,+0.27,3.02%,4.55%,4020877,36624708,0.99%,37.565,0.707%,4426050954
SH603177,德创环保,16.11,+0.47,3.01%,-2.07%,2554800,41206002,1.26%,-66.54,,3343791600
SH600897,厦门空港,16.79,+0.49,3.01%,0.24%,2440000,41237780,0.82%,1619.912,0.854%,5000229900
SZ002674,兴业科技,11.34,+0.33,3%,4.9%,650500,7329989,0.23%,24.366,2.643%,3303888526
SH605111,新洁能,89.96,+2.62,3%,15.96%,1709236,152620091,1.2%,44.404,0.428%,19163127078
SZ300598,诚迈科技,52.83,+1.54,3%,12.98%,4214264,225140061,2.63%,-121.453,0.038%,8443783541
SZ300759,康龙化成,78.12,+2.27,2.99%,14.88%,3372535,260327746,0.36%,58.753,0.387%,93046203177
SZ300957,贝泰妮,142.02,+4.12,2.99%,-4.84%,1630555,226941280,0.75%,58.561,0.427%,60159672000
SH688400,凌云光,26.28,+0.76,2.98%,2.94%,1232401,32227784,1.41%,54.736,,12180780000
SZ300869,康泰医学,29.04,+0.84,2.98%,-10.84%,2831837,81328674,1.77%,48.943,1.035%,11668179072
SZ002429,兆驰股份,3.8,+0.11,2.98%,8.88%,19309500,73614319,0.43%,-45.991,,17247643713
SH688728,格科微,18.38,+0.53,2.97%,4.79%,867058,15781831,0.11%,52.11,,45929546240
SH688182,灿勤科技,12.13,+0.35,2.97%,5.66%,731642,8796947,0.76%,60.991,0.661%,4852000000
SZ002851,麦格米特,26.06,+0.75,2.96%,0.39%,1103400,28548640,0.27%,34.773,0.609%,12961681385
SZ301297,富乐德,18.86,+0.54,2.95%,25.65%,10489945,192225783,14.94%,72.244,,6378651500
SH688332,中科蓝讯,51.52,+1.47,2.94%,0.59%,379186,19082289,1.3%,36.947,1.075%,6182400000
SH600702,舍得酒业,180.8,+5.15,2.93%,13.58%,2499979,451456515,0.76%,40.813,0.442%,60241833003
SZ000066,中国长城,10.55,+0.3,2.93%,3.43%,15273166,160702284,0.48%,964.548,0.444%,34032180368
SH600305,恒顺醋业,12.68,+0.36,2.92%,3.01%,6629914,83254197,0.66%,91.756,0.798%,12717482486
SH688312,燕麦科技,16.24,+0.46,2.92%,4.71%,250298,4042272,0.36%,21.774,3.674%,2352340225
SH601000,唐山港,2.84,+0.08,2.9%,3.65%,32776765,93574676,0.55%,9.744,12.195%,16829637264
SZ300059,东方财富,22.38,+0.63,2.9%,15.36%,81027317,1790433612,0.73%,33.181,0.301%,295732957735
SH688267,中触媒,37.95,+1.07,2.9%,2.46%,57328,2164284,0.15%,64.209,0.603%,6686790000
SH603106,恒银科技,5.67,+0.16,2.9%,10.1%,2724400,15396263,0.52%,-35.874,,2951348400
SZ000045,深纺织A,10.67,+0.3,2.89%,-3.79%,4937500,52630712,1.08%,149.351,0.469%,5404588129
SH688113,联测科技,43.39,+1.22,2.89%,4.03%,65189,2795694,0.16%,30.372,0.279%,2763943000
SH603363,傲农生物,13.16,+0.37,2.89%,2.09%,14008900,183353759,1.93%,-7.008,,11463126202
SH688185,康希诺,153.33,+4.3,2.89%,5.01%,978200,148922061,1.45%,357.564,0.522%,37941493014
SH601236,红塔证券,7.84,+0.22,2.89%,5.95%,11484712,89211488,0.24%,67.59,1.279%,36979615897
SH600864,哈投股份,5.01,+0.14,2.87%,6.6%,11119619,54932152,0.53%,-16.518,0.706%,10423658305
SZ002044,美年健康,6.45,+0.18,2.87%,5.22%,29628200,190046545,0.77%,-293.64,,25246937803
SZ002261,拓维信息,7.18,+0.2,2.87%,8.3%,13353517,95342106,1.2%,92.491,,9029400976
SZ002427,*ST尤夫,6.1,+0.17,2.87%,-8.27%,1397500,8423148,0.14%,-3.44,,6011139940
SZ000869,张裕A,31.19,+0.87,2.87%,3.14%,787316,24323238,0.17%,44.274,1.45%,21379622160
SH688601,力芯微,63,+1.75,2.86%,11.72%,416742,26120009,0.9%,28.356,0.899%,5644800000
SH688699,明微电子,51.05,+1.42,2.86%,11.24%,704218,35873919,1.34%,53.316,3.067%,5618799872
SZ300277,海联讯,7.19,+0.2,2.86%,8.61%,1275100,9090714,0.38%,220.512,0.418%,2408650000
SZ300634,彩讯股份,16.58,+0.46,2.85%,8.72%,2127900,35173210,0.51%,35.972,0.36%,7361704038
SZ300847,中船汉光,16.31,+0.45,2.84%,3.23%,3386831,55421007,2.24%,40.129,0.459%,4827923100
SH600280,中央商场,2.91,+0.08,2.83%,-11.01%,6552691,19025527,0.58%,68.042,,3283454233
SH688366,昊海生科,109.7,+3.02,2.83%,12.47%,281262,30539941,0.48%,93.65,0.648%,19102061000
SZ000819,岳阳兴长,22.91,+0.63,2.83%,2.74%,1973161,44945045,0.66%,84.297,,7017911592
SH603927,中科软,31.03,+0.85,2.82%,4.8%,1609661,49688211,0.27%,30.817,1.754%,18419408000
SZ300188,美亚柏科,13.5,+0.37,2.82%,4.98%,3022500,40639617,0.42%,166.867,0.834%,11628728004
SZ002930,宏川智慧,19.79,+0.54,2.81%,3.07%,655443,12906061,0.15%,36.383,1.495%,8945937184
SH601136,首创证券,18.28,+0.5,2.81%,4.94%,41860075,751177752,15.31%,70.841,,49965341864
SH688322,奥比中光-UW,25.99,+0.71,2.81%,20.6%,462801,11942382,1.42%,-31.044,,10396025990
SH600398,海澜之家,5.48,+0.15,2.81%,3.4%,4151452,22561944,0.1%,10.794,9.29%,23671447889
SZ300399,天利科技,10.62,+0.29,2.81%,4.53%,673700,7111741,0.35%,263.989,0.094%,2098512000
SZ002554,惠博普,4.02,+0.11,2.81%,3.88%,11547700,45782372,1.35%,66.137,0.176%,5414368243
SH688217,睿昂基因,42.27,+1.15,2.8%,19.58%,375374,15849278,1.03%,56.861,,2349242326
SZ000504,南华生物,12.5,+0.34,2.8%,7.39%,703100,8744779,0.23%,-372.038,,3894673763
SH688093,世华科技,18.38,+0.5,2.8%,4.08%,528636,9605915,0.85%,22.154,0.467%,4430911447
SH688141,杰华特,50.22,+1.37,2.8%,5.73%,1262551,63907459,2.55%,122.668,,22442313600
SZ002558,巨人网络,8.8,+0.24,2.8%,10.55%,18143211,158105117,0.9%,19.695,1.843%,17643445670
SZ300231,银信科技,8.11,+0.22,2.79%,11.25%,3176400,25543940,0.92%,20.094,2.602%,3397784350
SH603605,珀莱雅,173.5,+4.71,2.79%,3.59%,439326,75867018,0.16%,69.587,0.353%,49190627872
SZ300575,中旗股份,22.81,+0.62,2.79%,4.3%,1117786,25569755,0.5%,18.323,0.875%,7075546380
SZ300908,仲景食品,35.45,+0.96,2.78%,-7.56%,367300,12876600,0.95%,30.993,1.419%,3545000000
SZ000887,中鼎股份,15.88,+0.43,2.78%,9.74%,5850330,91706818,0.44%,23.282,1.276%,20905857182
SZ300572,安车检测,13.3,+0.36,2.78%,16.16%,1567900,20533058,0.89%,230.024,,3045551200
SZ301165,锐捷网络,37.08,+1,2.77%,8.71%,634403,23256989,1.1%,37.435,,21051136357
SH688173,希荻微,24.89,+0.67,2.77%,9.5%,342675,8464663,1.04%,539.449,,10088091578
SH600779,水井坊,88.18,+2.38,2.77%,4.45%,2772865,242050483,0.57%,34.388,0.856%,43063708076
SH603713,密尔克卫,122.48,+3.3,2.77%,4.99%,327125,39810295,0.2%,33.157,0.318%,20133836341
SZ000901,航天科技,8.57,+0.23,2.76%,5.02%,8508712,73567928,1.07%,180.207,0.348%,6840586049
SH600301,南化股份,13.79,+0.37,2.76%,8.16%,677100,9275304,0.29%,54.312,,3242692851
SH603057,紫燕食品,29.91,+0.8,2.75%,-4.96%,985933,29290802,2.35%,47.099,,12322920000
SZ300085,银之杰,10.48,+0.28,2.75%,12.69%,5727775,59826122,1.09%,-24.038,,7398526401
SZ301248,杰创智能,29.9,+0.8,2.75%,-1.9%,903790,26931676,3.77%,35.872,0.668%,3063853000
SH688135,利扬芯片,28.4,+0.76,2.75%,4.26%,334043,9420279,0.45%,72.12,1.288%,3897875008
SH688326,经纬恒润-W,173.19,+4.64,2.75%,16%,109295,18667053,0.44%,84.164,,20782800000
SZ300791,仙乐健康,36.46,+0.97,2.73%,-0.84%,454472,16347299,0.68%,31.723,1.1%,6588152180
SZ300627,华测导航,28.99,+0.77,2.73%,4.28%,1271964,36583588,0.3%,45.952,0.732%,15513160399
SZ300845,捷安高科,18.44,+0.49,2.73%,0.88%,533000,9797723,0.76%,60.148,1.348%,2046978384
SZ002336,人人乐,14.28,+0.38,2.73%,-23.88%,8361955,118179732,2.24%,-9.618,,6283200000
SH688162,巨一科技,45.32,+1.2,2.72%,4.62%,230531,10355070,0.49%,70.319,0.664%,6224588700
SH603456,九洲药业,44.56,+1.18,2.72%,5.02%,1384633,61251746,0.17%,41.149,0.559%,37174381857
SZ300285,国瓷材料,29.48,+0.78,2.72%,6.93%,1357604,39987428,0.17%,45.585,0.369%,29632481178
SZ002223,鱼跃医疗,32.8,+0.87,2.72%,2.95%,9290971,305616233,0.99%,26.006,0.914%,32871218502
SZ300238,冠昊生物,10.59,+0.28,2.72%,3.02%,829600,8679642,0.31%,-12.559,,2810650431
SH688276,百克生物,69.94,+1.85,2.72%,1.2%,590693,41106401,0.38%,129.913,0.143%,28874078418
SH688568,中科星图,61,+1.61,2.71%,-1.68%,271300,16441525,0.25%,63.054,0.3%,14960906116
SH688310,迈得医疗,24.22,+0.64,2.71%,-3.31%,108260,2602154,0.2%,45.712,1.566%,2032087500
SZ301299,卓创资讯,50.76,+1.34,2.71%,1.72%,703100,35678263,4.68%,50.368,,3045000000
SZ300056,中创环保,8.74,+0.23,2.7%,24.68%,4018615,34438914,1.04%,-8.076,,3369186472
SH600306,ST商城,8.36,+0.22,2.7%,-1.65%,104800,866552,0.06%,-17.1,,1935966314
SH603267,鸿远电子,99,+2.6,2.7%,-2.14%,369692,36388871,0.16%,27.537,0.393%,23007600000
SZ000915,华特达因,46.01,+1.21,2.7%,1.12%,1720900,78815248,0.73%,20.576,1.739%,10781591625
SH603826,坤彩科技,50.58,+1.33,2.7%,-3.49%,356000,17802961,0.08%,247.5,,23671440000
SH600114,东睦股份,9.54,+0.25,2.69%,12.24%,4195800,39600098,0.68%,167.919,0.527%,5880298371
SH688081,兴图新科,17.19,+0.45,2.69%,3.8%,141018,2408212,0.28%,-20.422,,1265184000
SZ002160,常铝股份,4.21,+0.11,2.68%,5.78%,9298400,39156909,1.22%,-49.032,,3341444299
SZ300766,每日互动,11.12,+0.29,2.68%,5.9%,2410400,26724367,0.7%,96.956,0.448%,4445111000
SH600184,光电股份,11.88,+0.31,2.68%,6.07%,3109950,36956310,0.61%,89.266,0.421%,6044078613
